assembly,protein_id,signalp3_nn,signalp3_nn_d,signalp3_hmm,signalp3_hmm_s,signalp4,signalp4_d,signalp5,signalp5_d,signalp5_prediction,phobius_tm_count,phobius_has_sp,phobius_prediction,effectorp1,effectorp1_prob,effectorp2,effectorp2_prob,effectorp3_cytoplasmic_fungal,effectorp3_apoplastic_fungal,effectorp3_noneffector_fungal,effectorp3_prediction_fungal,effectorp3_cytoplasmic_nonfungal,effectorp3_apoplastic_nonfungal,effectorp3_noneffector_nonfungal,effectorp3_prediction_nonfungal,deepredeff_fungi,deepredeff_oomycete,apoplastp,apoplastp_prediction,tmhmm_tm_count,tmhmm_prediction,localizer,signalp6,signalp6_d,signalp6_prediction,pfam_ids,pfam_names,pfam_best_evalues,has_selected_pfam_match,custom_score,score_rank
assembly3,assembly3_002762,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.019,FALSE,0.277,FALSE,5.98e-4,OTHER,0,TRUE,n88-95c99/100o,FALSE,1,FALSE,0.971,0.584,NA,NA,Cytoplasmic effector,0.711,NA,NA,Cytoplasmic effector,0.64025456,0.33544362,0.93,Non-apoplastic,0,len=348,NA,NA,NA,NA,NA,NA,NA,NA,4.8831509120000005,63
assembly3,assembly3_009416,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.835,FALSE,0.207,FALSE,0.004024,OTHER,0,TRUE,n11-21c28/29o,FALSE,0.997,FALSE,0.979,NA,NA,0.696,Non-effector,NA,NA,0.876,Non-effector,0.45431405,0.40294215,0.58,Apoplastic,0,len=48,NA,NA,NA,NA,NA,NA,NA,NA,4.883062810000001,64
assembly3,assembly3_009913,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.393,FALSE,0.174,FALSE,0.062913,OTHER,0,TRUE,n14-25c30/31o,FALSE,1,FALSE,0.978,NA,NA,0.66,Non-effector,NA,NA,0.703,Non-effector,0.46291175,0.42588007,0.54,Non-apoplastic,0,len=38,NA,NA,NA,NA,NA,NA,NA,NA,4.8826823500000005,65
assembly3,assembly3_000030,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.801,FALSE,0.191,FALSE,0.003889,OTHER,14,FALSE,o20-38i50-67o90-115i127-145o151-169i181-203o223-245i257-277o283-304i316-336o342-364i371-395o423-444i465-485o,FALSE,1,FALSE,0.99,NA,NA,0.629,Non-effector,NA,NA,0.632,Non-effector,0.1599358,0.42443043,0.74,Non-apoplastic,0,len=506,NA,NA,NA,NA,NA,NA,NA,NA,4.882087160000001,66
assembly3,assembly3_001271,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.001,FALSE,0.184,FALSE,0.005202,OTHER,4,TRUE,n3-12c17/18o33-54i74-93o99-116i136-154o,FALSE,0.986,FALSE,0.958,NA,NA,0.625,Non-effector,NA,NA,0.528,Non-effector,0.9959327,0.60941637,0.88,Non-apoplastic,0,len=202,NA,NA,NA,NA,NA,NA,NA,NA,4.87528654,67
assembly3,assembly3_008459,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.87,FALSE,0.192,FALSE,0.095459,OTHER,0,TRUE,n14-25c35/36o,FALSE,1,FALSE,0.978,NA,NA,0.66,Non-effector,NA,NA,0.598,Non-effector,0.41789865,0.4273541,0.51,Non-apoplastic,0,len=44,NA,NA,NA,NA,NA,NA,NA,NA,4.87377973,68
assembly3,assembly3_000583,RESULTS_MISSING,RESULTS_MISSING,FALSE,0,FALSE,0.128,FALSE,0.001621,OTHER,0,FALSE,o,FALSE,1,FALSE,0.956,NA,NA,0.799,Non-effector,NA,NA,0.601,Non-effector,0.9647236,0.4413746,0.99,Non-apoplastic,0,len=587,NA,NA,NA,NA,PF16847.10,"Avirulence AvrPtoB, BAK1-binding domain",8e-4,TRUE,4.87294472,69
assembly3,assembly3_003323,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.676,FALSE,0.194,FALSE,0.012234,OTHER,0,TRUE,n5-16c21/22o,FALSE,0.999,FALSE,0.969,NA,NA,0.709,Non-effector,NA,NA,0.75,Non-effector,0.62449574,0.39233735,0.56,Non-apoplastic,0,len=252,NA,NA,NA,NA,NA,NA,NA,NA,4.869099148000001,70
assembly3,assembly3_009877,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.308,FALSE,0.181,FALSE,0.064031,OTHER,0,TRUE,n14-25c30/31o,FALSE,1,FALSE,0.978,NA,NA,0.657,Non-effector,NA,NA,0.567,Non-effector,0.3911155,0.4292463,0.56,Non-apoplastic,0,len=37,NA,NA,NA,NA,NA,NA,NA,NA,4.8683231000000005,71
assembly3,assembly3_005565,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.912,TRUE,0.451,FALSE,0.133142,OTHER,0,TRUE,n7-14c18/19o,FALSE,0.977,FALSE,0.997,NA,NA,0.584,Non-effector,NA,NA,0.78,Non-effector,0.015220791,0.42359978,0.53,Non-apoplastic,0,len=86,NA,NA,NA,NA,NA,NA,NA,NA,4.8682441582,72
assembly3,assembly3_004603,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.972,TRUE,0.623,TRUE,0.666396,SP(Sec/SPI),0,TRUE,n14-25c30/31o,FALSE,1,FALSE,0.99,NA,NA,0.687,Non-effector,NA,NA,0.816,Non-effector,0.02459529,0.4226754,0.63,Non-apoplastic,0,len=69,TRUE,NA,NA,NA,NA,NA,NA,NA,4.861119058000001,73
assembly3,assembly3_000900,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.521,FALSE,0.236,FALSE,0.006801,OTHER,0,TRUE,n4-13c18/19o,TRUE,1,FALSE,0.979,NA,NA,0.524,Non-effector,NA,NA,0.562,Non-effector,0.32014906,0.37454486,0.58,Non-apoplastic,0,len=36,NA,NA,NA,NA,NA,NA,NA,NA,4.859229812000001,74
assembly3,assembly3_009649,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.821,FALSE,0.177,FALSE,0.065552,OTHER,0,TRUE,n14-25c35/36o,FALSE,0.997,FALSE,0.977,NA,NA,0.607,Non-effector,NA,NA,0.563,Non-effector,0.37762293,0.4294024,0.59,Non-apoplastic,0,len=41,NA,NA,NA,NA,NA,NA,NA,NA,4.857724586,75
assembly3,assembly3_000399,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.001,FALSE,0.225,FALSE,0.006723,OTHER,0,FALSE,o,FALSE,1,FALSE,0.989,NA,NA,0.948,Non-effector,NA,NA,0.815,Non-effector,0.038252354,0.4550037,0.99,Non-apoplastic,0,len=725,NA,NA,NA,NA,PF01363.27,FYVE zinc finger,1.1e-5,TRUE,4.8526504708,76
assembly3,assembly3_000191,RESULTS_MISSING,RESULTS_MISSING,FALSE,0,FALSE,0.097,FALSE,8.68e-4,OTHER,1,FALSE,i36-52o,FALSE,1,FALSE,0.951,NA,NA,0.712,Non-effector,NA,NA,0.713,Non-effector,0.9881364,0.4984506,0.99,Non-apoplastic,0,len=662,NA,NA,NA,NA,PF01363.27,FYVE zinc finger,6.8e-14,TRUE,4.85262728,77
assembly3,assembly3_009789,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.376,FALSE,0.167,FALSE,0.051841,OTHER,0,TRUE,n14-25c30/31o,FALSE,0.986,FALSE,0.977,NA,NA,0.622,Non-effector,NA,NA,0.563,Non-effector,0.3982332,0.42924374,0.63,Non-apoplastic,0,len=37,NA,NA,NA,NA,NA,NA,NA,NA,4.8507466400000006,78
assembly3,assembly3_007028,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.434,FALSE,0.357,FALSE,0.200027,OTHER,0,TRUE,n5-16c21/22o,FALSE,0.998,FALSE,0.953,0.854,NA,NA,Cytoplasmic effector,0.933,NA,NA,Cytoplasmic effector,0.93765295,0.674883,0.86,Non-apoplastic,0,len=47,NA,NA,NA,NA,NA,NA,NA,NA,4.85063059,79
assembly3,assembly3_000802,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.158,FALSE,0.159,FALSE,0.020237,OTHER,0,TRUE,n18-29c37/38o,FALSE,1,FALSE,0.988,NA,NA,0.983,Non-effector,NA,NA,0.94,Non-effector,0.050792128,0.40902668,0.95,Non-apoplastic,0,len=540,TRUE,NA,NA,NA,NA,NA,NA,NA,4.8502584256,80
assembly3,assembly3_009397,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.883,FALSE,0.214,FALSE,0.08858,OTHER,0,TRUE,n14-25c35/36o,FALSE,0.998,FALSE,0.977,NA,NA,0.658,Non-effector,NA,NA,0.565,Non-effector,0.30466655,0.4289662,0.59,Non-apoplastic,0,len=43,NA,NA,NA,NA,NA,NA,NA,NA,4.84413331,81
assembly3,assembly3_006450,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.929,FALSE,0.236,FALSE,0.045631,OTHER,0,TRUE,n14-25c35/36o,FALSE,0.998,FALSE,0.977,0.757,NA,NA,Cytoplasmic effector,0.753,NA,NA,Cytoplasmic effector,0.29932657,0.42314497,0.52,Non-apoplastic,0,len=56,NA,NA,NA,NA,NA,NA,NA,NA,4.843065314,82
assembly3,assembly3_001064,RESULTS_MISSING,RESULTS_MISSING,FALSE,0,FALSE,0.114,FALSE,3.06e-4,OTHER,0,FALSE,o,FALSE,1,FALSE,0.985,NA,NA,0.864,Non-effector,NA,NA,0.864,Non-effector,0.07465565,0.27978528,0.78,Non-apoplastic,0,len=394,NA,NA,NA,NA,PF01363.27,FYVE zinc finger,0.019,TRUE,4.83993113,83
assembly3,assembly3_007835,RESULTS_MISSING,RESULTS_MISSING,FALSE,0,FALSE,0.155,FALSE,0.050408,OTHER,0,TRUE,n14-25c29/30o,FALSE,0.999,FALSE,0.978,NA,NA,0.646,Non-effector,NA,NA,0.564,Non-effector,0.24579191,0.42762107,0.6,Non-apoplastic,0,len=34,NA,NA,NA,NA,NA,NA,NA,NA,4.838258382,84
assembly3,assembly3_009086,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.717,FALSE,0.189,FALSE,0.075145,OTHER,0,TRUE,n14-25c35/36o,FALSE,1,FALSE,0.978,NA,NA,0.66,Non-effector,NA,NA,0.653,Non-effector,0.23609734,0.4273341,0.52,Non-apoplastic,0,len=42,NA,NA,NA,NA,NA,NA,NA,NA,4.837419468,85
assembly3,assembly3_009746,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.356,FALSE,0.184,FALSE,0.085544,OTHER,0,TRUE,n14-24c32/33o,FALSE,1,FALSE,0.978,NA,NA,0.66,Non-effector,NA,NA,0.599,Non-effector,0.23576826,0.427333,0.53,Non-apoplastic,0,len=38,NA,NA,NA,NA,NA,NA,NA,NA,4.837253652,86
assembly3,assembly3_008992,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.887,FALSE,0.182,FALSE,0.100001,OTHER,0,TRUE,n14-25c35/36o,FALSE,1,FALSE,0.978,NA,NA,0.597,Non-effector,NA,NA,0.609,Non-effector,0.23158738,0.42793536,0.52,Non-apoplastic,0,len=44,NA,NA,NA,NA,NA,NA,NA,NA,4.836517476,87
assembly3,assembly3_000322,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.015,FALSE,0.224,FALSE,0.015843,OTHER,0,TRUE,n3-10c28/29o,FALSE,1,FALSE,0.972,NA,NA,0.628,Non-effector,0.745,NA,NA,Cytoplasmic effector,0.37930292,0.2790626,1,Non-apoplastic,0,len=494,NA,NA,NA,NA,NA,NA,NA,NA,4.835960584,88
assembly3,assembly3_001007,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.104,FALSE,0.4,FALSE,0.008566,OTHER,0,TRUE,n3-13c21/22o,FALSE,1,FALSE,0.961,NA,NA,0.58,Non-effector,NA,NA,0.515,Non-effector,0.6529724,0.38627648,1,Non-apoplastic,0,len=482,TRUE,NA,NA,NA,NA,NA,NA,NA,4.83569448,89
assembly3,assembly3_009512,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.498,FALSE,0.199,FALSE,0.063454,OTHER,0,TRUE,n14-25c35/36o,FALSE,1,FALSE,0.978,NA,NA,0.654,Non-effector,NA,NA,0.654,Non-effector,0.22546986,0.42424732,0.53,Non-apoplastic,0,len=40,NA,NA,NA,NA,NA,NA,NA,NA,4.835193972000001,90
assembly3,assembly3_009584,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.007,FALSE,0.152,FALSE,0.028211,OTHER,0,TRUE,n14-25c35/36o,FALSE,1,FALSE,0.978,0.611,NA,NA,Cytoplasmic effector,0.543,NA,NA,Cytoplasmic effector,0.21981475,0.42736584,0.52,Non-apoplastic,0,len=40,NA,NA,NA,NA,NA,NA,NA,NA,4.834062950000001,91
assembly3,assembly3_008740,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.688,FALSE,0.213,FALSE,0.035925,OTHER,0,TRUE,n14-24c35/36o,FALSE,1,FALSE,0.98,0.742,NA,NA,Cytoplasmic effector,NA,NA,0.691,Non-effector,0.16729623,0.42162454,0.56,Non-apoplastic,0,len=50,NA,NA,NA,NA,NA,NA,NA,NA,4.833659246,92
assembly3,assembly3_009334,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.041,FALSE,0.152,FALSE,0.074152,OTHER,0,TRUE,n14-25c35/36o,FALSE,0.958,FALSE,0.974,NA,NA,0.598,Non-effector,NA,NA,0.563,Non-effector,0.5266485,0.42955416,0.65,Non-apoplastic,0,len=40,NA,NA,NA,NA,NA,NA,NA,NA,4.8334297,93
assembly3,assembly3_003940,RESULTS_MISSING,RESULTS_MISSING,TRUE,1,TRUE,0.911,TRUE,0.933262,SP(Sec/SPI),0,TRUE,n6-17c22/23o,FALSE,1,FALSE,0.978,0.536,NA,NA,Cytoplasmic effector,NA,NA,0.573,Non-effector,0.18005672,0.2660056,0.52,Non-apoplastic,0,len=138,NA,FALSE,0.994623,SP,NA,NA,NA,NA,4.832211344,94
assembly3,assembly3_001793,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.839,FALSE,0.337,FALSE,0.026103,OTHER,4,FALSE,i12-31o51-70i137-163o208-232i,FALSE,1,FALSE,0.949,NA,NA,0.981,Non-effector,NA,NA,0.967,Non-effector,0.91798675,0.4298225,0.9,Non-apoplastic,0,len=439,NA,NA,NA,NA,NA,NA,NA,NA,4.82869735,95
assembly3,assembly3_006252,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.942,FALSE,0.418,FALSE,0.140726,OTHER,0,TRUE,n2-9c14/15o,TRUE,0.988,TRUE,0.968,0.68,NA,NA,Cytoplasmic effector,0.726,NA,NA,Cytoplasmic effector,0.5021718,0.3595975,0.56,Apoplastic,0,len=70,NA,NA,NA,NA,NA,NA,NA,NA,4.828634360000001,96
assembly3,assembly3_000963,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.972,FALSE,0.476,FALSE,0.259773,OTHER,9,TRUE,n4-14c22/23o38-57i64-87o115-133i154-176o210-233i254-274o280-299i311-332o338-357i,FALSE,1,FALSE,0.984,NA,NA,0.864,Non-effector,NA,NA,0.876,Non-effector,0.017251879,0.61926234,0.93,Non-apoplastic,0,len=501,NA,NA,NA,NA,NA,NA,NA,NA,4.823650375800001,97
assembly3,assembly3_000513,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.018,FALSE,0.191,FALSE,0.001069,OTHER,0,TRUE,n3-12c17/18o,FALSE,1,FALSE,0.975,NA,NA,0.979,Non-effector,NA,NA,0.978,Non-effector,0.21801221,0.5709824,0.92,Non-apoplastic,0,len=516,NA,NA,NA,NA,NA,NA,NA,NA,4.818702442,98
assembly3,assembly3_008178,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.796,FALSE,0.177,FALSE,0.061462,OTHER,0,TRUE,n14-25c35/36o,FALSE,0.995,FALSE,0.958,0.631,NA,NA,Cytoplasmic effector,0.675,NA,NA,Cytoplasmic effector,0.663739,0.43245852,0.51,Non-apoplastic,0,len=46,NA,NA,NA,NA,NA,NA,NA,NA,4.817947800000001,99
assembly3,assembly3_006288,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.758,FALSE,0.17,FALSE,0.031817,OTHER,0,FALSE,i,FALSE,1,FALSE,0.982,NA,NA,0.581,Non-effector,NA,NA,0.765,Non-effector,0.03887126,0.41768476,0.56,Apoplastic,0,len=36,NA,NA,NA,NA,NA,NA,NA,NA,4.817874252,100
