assembly,protein_id,signalp3_nn,signalp3_nn_d,signalp3_hmm,signalp3_hmm_s,signalp4,signalp4_d,signalp5,signalp5_d,signalp5_prediction,phobius_tm_count,phobius_has_sp,phobius_prediction,effectorp1,effectorp1_prob,effectorp2,effectorp2_prob,effectorp3_cytoplasmic_fungal,effectorp3_apoplastic_fungal,effectorp3_noneffector_fungal,effectorp3_prediction_fungal,effectorp3_cytoplasmic_nonfungal,effectorp3_apoplastic_nonfungal,effectorp3_noneffector_nonfungal,effectorp3_prediction_nonfungal,deepredeff_fungi,deepredeff_oomycete,apoplastp,apoplastp_prediction,tmhmm_tm_count,tmhmm_prediction,localizer,signalp6,signalp6_d,signalp6_prediction,pfam_ids,pfam_names,pfam_best_evalues,has_selected_pfam_match,custom_score,score_rank
assembly2,assembly2_005567,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.303,FALSE,0.386,FALSE,0.007429,OTHER,1,TRUE,n6-15c19/20o35-54i,TRUE,1,FALSE,0.952,NA,NA,0.66,Non-effector,NA,NA,0.641,Non-effector,0.9864491,0.42325193,0.79,Non-apoplastic,0,len=77,NA,NA,NA,NA,NA,NA,NA,NA,4.85738982,65
assembly2,assembly2_007574,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.925,FALSE,0.246,FALSE,0.120639,OTHER,0,TRUE,n14-25c35/36o,FALSE,1,FALSE,0.978,0.598,NA,NA,Cytoplasmic effector,NA,NA,0.51,Non-effector,0.33393896,0.42723787,0.57,Non-apoplastic,0,len=49,NA,NA,NA,NA,NA,NA,NA,NA,4.856987792,66
assembly2,assembly2_005573,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.545,FALSE,0.256,FALSE,0.045614,OTHER,0,FALSE,o,FALSE,1,FALSE,0.952,0.569,NA,NA,Cytoplasmic effector,NA,NA,0.585,Non-effector,0.98354256,0.45259026,0.74,Non-apoplastic,0,len=71,NA,NA,NA,NA,NA,NA,NA,NA,4.856808512,67
assembly2,assembly2_000620,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.226,FALSE,0.191,FALSE,0.039553,OTHER,0,TRUE,n14-25c33/34o,FALSE,1,FALSE,0.981,NA,NA,0.977,Non-effector,NA,NA,0.957,Non-effector,0.25627714,0.3906368,0.96,Non-apoplastic,0,len=505,NA,NA,NA,NA,NA,NA,NA,NA,4.856355428,68
assembly2,assembly2_005707,RESULTS_MISSING,RESULTS_MISSING,TRUE,1,TRUE,0.779,TRUE,0.823562,SP(Sec/SPI),0,TRUE,n3-14c23/24o,FALSE,0.998,FALSE,0.982,NA,NA,0.542,Non-effector,NA,NA,0.793,Non-effector,0.20545754,0.25427228,0.58,Apoplastic,0,len=69,TRUE,FALSE,0.937627,SP,NA,NA,NA,NA,4.855291508000001,69
assembly2,assembly2_000011,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.969,TRUE,0.616,TRUE,0.705119,SP(Sec/SPI),12,TRUE,n2-17c22/23o32-50i80-100o120-150i162-186o206-228i240-263o269-287i299-319o325-348i368-385o405-426i447-469o,FALSE,1,FALSE,0.988,NA,NA,0.67,Non-effector,NA,NA,0.775,Non-effector,0.04406768,0.36340714,0.93,Non-apoplastic,0,len=482,NA,NA,NA,NA,NA,NA,NA,NA,4.855013536000001,70
assembly2,assembly2_008309,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.341,FALSE,0.157,FALSE,0.063319,OTHER,0,TRUE,n14-25c35/36o,FALSE,0.968,FALSE,0.976,NA,NA,0.611,Non-effector,NA,NA,0.563,Non-effector,0.52663535,0.429554,0.64,Non-apoplastic,0,len=41,TRUE,NA,NA,NA,NA,NA,NA,NA,4.85342707,71
assembly2,assembly2_005143,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.459,FALSE,0.412,FALSE,0.03567,OTHER,0,TRUE,n7-12c16/17o,FALSE,0.965,FALSE,0.996,NA,NA,0.547,Non-effector,NA,NA,0.748,Non-effector,0.040396065,0.4223769,0.54,Non-apoplastic,0,len=77,NA,NA,NA,NA,NA,NA,NA,NA,4.853179213,72
assembly2,assembly2_000098,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.206,FALSE,0.484,FALSE,0.266524,OTHER,15,TRUE,n2-13c18/19o42-66i78-94o100-120i141-162o168-187i208-226o238-259i266-284o290-312i333-354o374-395i416-437o472-492i579-602o608-625i,FALSE,1,FALSE,0.99,NA,NA,0.9,Non-effector,NA,NA,0.947,Non-effector,0.013277799,0.40422165,0.82,Non-apoplastic,0,len=636,NA,NA,NA,NA,NA,NA,NA,NA,4.852755559800001,73
assembly2,assembly2_001615,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.002,FALSE,0.162,FALSE,6.94e-4,OTHER,0,FALSE,o,FALSE,0.998,FALSE,0.96,0.504,NA,NA,Cytoplasmic effector,0.527,NA,NA,Cytoplasmic effector,0.76368123,0.34514895,0.77,Non-apoplastic,0,len=303,NA,NA,NA,NA,PF01363.27,FYVE zinc finger,5.1e-16,TRUE,4.850736246,74
assembly2,assembly2_000463,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.989,TRUE,0.689,TRUE,0.992947,SP(Sec/SPI),1,TRUE,n6-16c23/24o480-498i,FALSE,1,FALSE,0.988,NA,NA,0.916,Non-effector,NA,NA,0.814,Non-effector,0.0057049394,0.4217085,1,Non-apoplastic,0,len=505,NA,FALSE,0.99968,SP,NA,NA,NA,NA,4.847340987880001,75
assembly2,assembly2_000323,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.238,FALSE,0.108,FALSE,4e-4,OTHER,0,TRUE,n126-136c143/144o,FALSE,1,FALSE,0.965,NA,NA,0.633,Non-effector,NA,NA,0.648,Non-effector,0.6036455,0.48600388,0.65,Non-apoplastic,0,len=199,NA,NA,NA,NA,NA,NA,NA,NA,4.8458290999999996,76
assembly2,assembly2_008394,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.883,FALSE,0.214,FALSE,0.08858,OTHER,0,TRUE,n14-25c35/36o,FALSE,0.998,FALSE,0.977,NA,NA,0.658,Non-effector,NA,NA,0.565,Non-effector,0.30466655,0.4289662,0.59,Non-apoplastic,0,len=43,NA,NA,NA,NA,NA,NA,NA,NA,4.84413331,77
assembly2,assembly2_008053,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.717,FALSE,0.189,FALSE,0.075145,OTHER,0,TRUE,n14-25c35/36o,FALSE,1,FALSE,0.978,NA,NA,0.66,Non-effector,NA,NA,0.653,Non-effector,0.23609734,0.4273341,0.52,Non-apoplastic,0,len=42,NA,NA,NA,NA,NA,NA,NA,NA,4.837419468,78
assembly2,assembly2_008743,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.37,FALSE,0.172,FALSE,0.078394,OTHER,0,TRUE,n14-25c30/31o,FALSE,1,FALSE,0.978,NA,NA,0.657,Non-effector,NA,NA,0.567,Non-effector,0.2343789,0.42794517,0.56,Non-apoplastic,0,len=37,NA,NA,NA,NA,NA,NA,NA,NA,4.83697578,79
assembly2,assembly2_008450,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.314,FALSE,0.195,FALSE,0.059585,OTHER,0,TRUE,n14-25c30/31o,FALSE,1,FALSE,0.978,NA,NA,0.669,Non-effector,NA,NA,0.669,Non-effector,0.23292854,0.42403468,0.53,Non-apoplastic,0,len=39,NA,NA,NA,NA,NA,NA,NA,NA,4.836685708,80
assembly2,assembly2_007880,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.688,FALSE,0.213,FALSE,0.035925,OTHER,0,TRUE,n14-24c35/36o,FALSE,1,FALSE,0.98,0.742,NA,NA,Cytoplasmic effector,NA,NA,0.691,Non-effector,0.16729623,0.42162454,0.56,Non-apoplastic,0,len=50,NA,NA,NA,NA,NA,NA,NA,NA,4.833659246,81
assembly2,assembly2_003400,RESULTS_MISSING,RESULTS_MISSING,TRUE,1,TRUE,0.911,TRUE,0.933262,SP(Sec/SPI),0,TRUE,n6-17c22/23o,FALSE,1,FALSE,0.978,0.536,NA,NA,Cytoplasmic effector,NA,NA,0.573,Non-effector,0.18005672,0.2660056,0.52,Non-apoplastic,0,len=138,NA,FALSE,0.994623,SP,NA,NA,NA,NA,4.832211344,82
assembly2,assembly2_005773,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.463,FALSE,0.335,FALSE,0.082333,OTHER,1,TRUE,n2-13c25/26o35-52i,FALSE,1,FALSE,0.986,NA,NA,0.612,Non-effector,NA,NA,0.834,Non-effector,0.0051115453,0.35658836,0.66,Apoplastic,0,len=67,NA,NA,NA,NA,NA,NA,NA,NA,4.8311223090599995,83
assembly2,assembly2_003144,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.931,FALSE,0.364,FALSE,0.422649,OTHER,0,TRUE,n6-24c29/30o,TRUE,1,FALSE,0.958,NA,NA,0.593,Non-effector,NA,NA,0.631,Non-effector,0.7003902,0.34872308,0.6,Non-apoplastic,0,len=34,NA,NA,NA,NA,NA,NA,NA,NA,4.8302780400000005,84
assembly2,assembly2_000784,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.229,FALSE,0.273,FALSE,0.06752,OTHER,4,TRUE,n3-14c19/20o60-82i212-228o234-252i445-461o,FALSE,1,FALSE,0.974,NA,NA,0.982,Non-effector,NA,NA,0.962,Non-effector,0.29456967,0.30361772,0.96,Non-apoplastic,0,len=462,NA,NA,NA,NA,NA,NA,NA,NA,4.829013934000001,85
assembly2,assembly2_004833,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.274,FALSE,0.136,FALSE,0.001058,OTHER,0,TRUE,n6-11c17/18o,FALSE,1,FALSE,0.981,0.56,NA,NA,Cytoplasmic effector,NA,NA,0.882,Non-effector,0.096772134,0.2907455,0.68,Apoplastic,0,len=90,NA,NA,NA,NA,NA,NA,NA,NA,4.8244544268,86
assembly2,assembly2_005134,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.702,FALSE,0.192,FALSE,0.002155,OTHER,2,FALSE,i12-38o58-80i,FALSE,0.999,FALSE,0.945,NA,NA,0.66,Non-effector,NA,NA,0.685,Non-effector,0.9880974,0.38257,0.68,Non-apoplastic,0,len=84,NA,NA,NA,NA,NA,NA,NA,NA,4.82171948,87
assembly2,assembly2_000316,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.018,FALSE,0.191,FALSE,0.001069,OTHER,0,TRUE,n3-12c17/18o,FALSE,1,FALSE,0.975,NA,NA,0.979,Non-effector,NA,NA,0.978,Non-effector,0.21801221,0.5709824,0.92,Non-apoplastic,0,len=516,NA,NA,NA,NA,NA,NA,NA,NA,4.818702442,88
assembly2,assembly2_005926,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.784,TRUE,0.476,FALSE,0.380173,OTHER,0,FALSE,o,FALSE,1,FALSE,0.968,NA,NA,0.667,Non-effector,NA,NA,0.781,Non-effector,0.37149385,0.36873183,0.64,Non-apoplastic,0,len=44,NA,NA,NA,NA,NA,NA,NA,NA,4.81739877,89
assembly2,assembly2_001561,RESULTS_MISSING,RESULTS_MISSING,FALSE,0.002,FALSE,0.145,FALSE,0.002908,OTHER,0,FALSE,o,FALSE,1,FALSE,0.944,NA,NA,0.575,Non-effector,0.629,NA,NA,Cytoplasmic effector,0.9631151,0.47864154,0.9,Non-apoplastic,0,len=340,NA,NA,NA,NA,PF01363.27,FYVE zinc finger,8.1e-12,TRUE,4.81262302,90
assembly2,assembly2_000722,RESULTS_MISSING,RESULTS_MISSING,FALSE,0,FALSE,0.104,FALSE,4.46e-4,OTHER,0,FALSE,o,FALSE,1,FALSE,0.978,NA,NA,0.758,Non-effector,0.672,NA,NA,Cytoplasmic effector,0.10510835,0.4443001,0.97,Non-apoplastic,0,len=471,NA,NA,NA,NA,PF13304.12,"AAA domain, putative AbiEii toxin, Type IV TA system",1.3e-6,TRUE,4.81102167,91
assembly2,assembly2_006480,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.807,TRUE,0.537,FALSE,0.110197,OTHER,0,FALSE,o,TRUE,0.999,FALSE,0.955,NA,NA,0.73,Non-effector,NA,NA,0.833,Non-effector,0.6632652,0.37098548,0.52,Non-apoplastic,0,len=54,NA,NA,NA,NA,NA,NA,NA,NA,4.80975304,92
assembly2,assembly2_007411,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.884,FALSE,0.267,FALSE,0.007344,OTHER,0,FALSE,i,FALSE,1,FALSE,0.979,NA,NA,0.698,Non-effector,NA,NA,0.752,Non-effector,0.06589541,0.40646458,0.57,Non-apoplastic,0,len=63,NA,NA,NA,NA,NA,NA,NA,NA,4.808279082,93
assembly2,assembly2_008101,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.703,FALSE,0.181,FALSE,0.079607,OTHER,0,TRUE,n14-25c35/36o,FALSE,0.993,FALSE,0.977,NA,NA,0.629,Non-effector,NA,NA,0.569,Non-effector,0.14781016,0.40848544,0.56,Non-apoplastic,0,len=44,NA,NA,NA,NA,NA,NA,NA,NA,4.807762031999999,94
assembly2,assembly2_000845,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.96,FALSE,0.354,FALSE,0.043321,OTHER,13,TRUE,n2-13c18/19o28-49i58-78o84-102i114-131o137-156i177-202o208-233i254-272o284-305i312-332o344-361i381-401o421-445i,FALSE,1,FALSE,0.969,NA,NA,0.661,Non-effector,NA,NA,0.705,Non-effector,0.2929085,0.23718739,0.82,Non-apoplastic,0,len=463,NA,NA,NA,NA,NA,NA,NA,NA,4.8037817,95
assembly2,assembly2_000245,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.913,FALSE,0.325,FALSE,0.022925,OTHER,2,TRUE,n2-13c17/18o33-54i66-91o,FALSE,1,FALSE,0.98,NA,NA,0.66,Non-effector,NA,NA,0.668,Non-effector,0.011005759,0.33096573,0.82,Non-apoplastic,0,len=92,NA,NA,NA,NA,NA,NA,NA,NA,4.8024011518,96
assembly2,assembly2_008414,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.816,FALSE,0.195,FALSE,0.064752,OTHER,0,TRUE,n14-25c35/36o,FALSE,1,FALSE,0.978,NA,NA,0.668,Non-effector,NA,NA,0.668,Non-effector,0.06019643,0.44024974,0.54,Non-apoplastic,0,len=41,NA,NA,NA,NA,NA,NA,NA,NA,4.802239286,97
assembly2,assembly2_008335,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.821,FALSE,0.198,FALSE,0.075411,OTHER,0,TRUE,n14-25c35/36o,FALSE,1,FALSE,0.978,NA,NA,0.536,Non-effector,NA,NA,0.618,Non-effector,0.060195744,0.44025007,0.51,Non-apoplastic,0,len=42,NA,NA,NA,NA,NA,NA,NA,NA,4.8022391488,98
assembly2,assembly2_008441,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.726,FALSE,0.163,FALSE,0.046193,OTHER,0,TRUE,n13-24c34/35o,FALSE,1,FALSE,0.953,0.776,NA,NA,Cytoplasmic effector,0.577,NA,NA,Cytoplasmic effector,0.67285645,0.4239726,0.52,Non-apoplastic,0,len=47,NA,NA,NA,NA,NA,NA,NA,NA,4.79977129,99
assembly2,assembly2_008391,RESULTS_MISSING,RESULTS_MISSING,TRUE,0.676,FALSE,0.234,FALSE,0.002443,OTHER,0,TRUE,n13-21c29/30o,TRUE,1,FALSE,0.959,0.575,NA,NA,Cytoplasmic effector,NA,NA,0.762,Non-effector,0.5167443,0.40204483,0.51,Non-apoplastic,0,len=48,NA,NA,NA,NA,NA,NA,NA,NA,4.79854886,100
